uniqueID,spectrumID,name,asteroid classes,slope,sampleID,pca_1,pca_2,pca_3,pca_4,pca_5,General Type,Type 1,subtype,metbull type,clan subtype,class subtype
PH-D2M-030-BKR3PH030,BKR3PH030,ALHA81101,L-type__Xe-type,0.0724,PH-D2M-030,0.2245,-0.2088,0.1444,-0.3369,0.1784,Rock,Achondrite,Ureilite,Ureilite,URE,URE
PH-D2M-030-C1PH30,C1PH30,ALHA81101,L-type__Xe-type,0.0701,PH-D2M-030,0.1230,-0.1653,0.1333,-0.3202,0.1951,Rock,Achondrite,Ureilite,Ureilite,URE,URE
PH-D2M-031-BKR3PH031,BKR3PH031,EET 96042,L-type__Xe-type,0.0210,PH-D2M-031,0.1429,-0.1919,0.1004,-0.2864,0.1509,Rock,Achondrite,Ureilite,Ureilite,URE,URE
PH-D2M-031-C1PH31,C1PH31,EET 96042,K-type__Xe-type,0.0198,PH-D2M-031,0.0302,-0.1425,0.0898,-0.2702,0.1732,Rock,Achondrite,Ureilite,Ureilite,URE,URE
PH-D2M-032-BKR1PH032,BKR1PH032,MET 00639,Xk-type__Xc-type__Xe-type__C-type__Ch-type__Xn-type,0.0269,PH-D2M-032,-0.4466,-0.0793,-0.1717,-0.0177,-0.0165,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-032-C1PH32,C1PH32,MET 00639,Xk-type__Xc-type__Xe-type__C-type__Ch-type__Xn-type,0.0244,PH-D2M-032,-0.4482,-0.0875,-0.1719,-0.0018,-0.0138,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-033-BKR1PH033,BKR1PH033,WIS 91600,D-type__A-type,0.4049,PH-D2M-033,-0.3697,-0.1188,-0.1353,-0.0177,-0.0264,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-033-C1PH33,C1PH33,WIS 91600,D-type__A-type,0.4004,PH-D2M-033,-0.3559,-0.1326,-0.1273,-0.0058,-0.0402,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-034-BKR1PH034,BKR1PH034,ALH 82101,K-type__Xe-type,0.0199,PH-D2M-034,-0.0248,-0.1460,0.0445,-0.1370,0.0532,Rock,Carbonaceous Chondrite,CO3,CO3.4,CM-CO,CC
PH-D2M-034-C1PH34,C1PH34,ALH 82101,K-type__Xe-type,0.0189,PH-D2M-034,-0.0756,-0.1252,0.0379,-0.1266,0.0584,Rock,Carbonaceous Chondrite,CO3,CO3.4,CM-CO,CC
PH-D2M-035-BKR1PH035,BKR1PH035,ALH 85002,B-type,-0.0298,PH-D2M-035,-0.6029,-0.0154,-0.0759,-0.0641,-0.0589,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
PH-D2M-035-C1PH35,C1PH35,ALH 85002,K-type__Xe-type,-0.0299,PH-D2M-035,-0.5962,-0.0197,-0.0709,-0.0641,-0.0542,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
PH-D2M-036-BKR1PH036,BKR1PH036,Y-791538,L-type__Xe-type,0.0359,PH-D2M-036,0.0960,-0.1629,0.0241,-0.2581,0.1484,Rock,Achondrite,Ureilite,Ureilite,URE,URE
PH-D2M-036-C1PH36,C1PH36,Y-791538,K-type__Xe-type,0.0332,PH-D2M-036,-0.0025,-0.1231,0.0178,-0.2387,0.1714,Rock,Achondrite,Ureilite,Ureilite,URE,URE
PH-D2M-037-BKR1PH037,BKR1PH037,EET 87720,L-type__Xe-type,0.0545,PH-D2M-037,0.4259,-0.2627,0.1322,-0.3453,0.1983,Rock,Achondrite,Ureilite,Ureilite-pmict,URE,URE
PH-D2M-037-C1PH37,C1PH37,EET 87720,L-type__Xe-type,0.0500,PH-D2M-037,0.3017,-0.2143,0.1234,-0.3179,0.2272,Rock,Achondrite,Ureilite,Ureilite-pmict,URE,URE
PH-D2M-038-BKR1PH038,BKR1PH038,Kenna,L-type__Xe-type,-0.0231,PH-D2M-038,0.1458,-0.2634,0.0219,-0.3865,0.0346,Rock,Achondrite,Ureilite,H5,H-L-LL,OC
PH-D2M-038-C1PH38,C1PH38,Kenna,L-type__Xe-type,-0.0262,PH-D2M-038,0.0861,-0.2431,0.0202,-0.3664,0.0537,Rock,Achondrite,Ureilite,H5,H-L-LL,OC
PH-D2M-039-BKR1PH039,BKR1PH039,DaG 319,L-type__Xe-type,0.1602,PH-D2M-039,0.9086,-0.4132,0.2823,-0.4104,0.1034,Rock,Achondrite,Ureilite,Ureilite-pmict,URE,URE
PH-D2M-039-C1PH39,C1PH39,DaG 319,L-type__Xe-type,0.1570,PH-D2M-039,0.9163,-0.4186,0.2886,-0.4047,0.1100,Rock,Achondrite,Ureilite,Ureilite-pmict,URE,URE
PH-D2M-040-BKR1PH040,BKR1PH040,MET 01085,Sq-type,-0.0049,PH-D2M-040,-0.2114,-0.0043,-0.0721,-0.1190,0.1097,Rock,Achondrite,Ureilite,Ureilite-an,URE,URE
PH-D2M-040-C1PH40,C1PH40,MET 01085,Sq-type,-0.0076,PH-D2M-040,-0.2988,0.0319,-0.0778,-0.1007,0.1346,Rock,Achondrite,Ureilite,Ureilite-an,URE,URE
PH-D2M-041-BKR1PH041,BKR1PH041,QUE 93744,K-type__Xe-type,0.0300,PH-D2M-041,-0.0490,-0.1831,-0.0498,-0.2006,0.0385,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
PH-D2M-041-C1PH41,C1PH41,QUE 93744,K-type__Xe-type,0.0136,PH-D2M-041,-0.1676,-0.1177,-0.0418,-0.1594,0.0835,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
PH-D2M-042-BKR1PH042,BKR1PH042,FRO 95002,K-type__Xe-type,0.0438,PH-D2M-042,-0.1633,-0.1326,-0.0171,-0.1561,0.0204,Rock,Carbonaceous Chondrite,CO3,CO3,CM-CO,CC
PH-D2M-042-C1PH42,C1PH42,FRO 95002,K-type__Xe-type,0.0273,PH-D2M-042,-0.2317,-0.0848,-0.0118,-0.1249,0.0445,Rock,Carbonaceous Chondrite,CO3,CO3,CM-CO,CC
PH-D2M-043-BKR1PH043,BKR1PH043,MET 01070,Xk-type__Xc-type__Xe-type__C-type__Ch-type__Xn-type,0.0055,PH-D2M-043,-0.4127,-0.0734,-0.1902,-0.0000,-0.0368,Rock,Carbonaceous Chondrite,CM1,CM1,CM-CO,CC
PH-D2M-043-C1PH43,C1PH43,MET 01070,B-type,-0.0137,PH-D2M-043,-0.6376,0.0179,-0.1616,0.0571,0.0312,Rock,Carbonaceous Chondrite,CM1,CM1,CM-CO,CC
PH-D2M-044-BKR1PH044,BKR1PH044,PCA 02012,K-type__Xe-type,0.1907,PH-D2M-044,-0.0612,-0.1612,0.0219,-0.2409,0.1508,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-044-C1PH44,C1PH44,PCA 02012,K-type__Xe-type,0.1780,PH-D2M-044,-0.2064,-0.0896,0.0153,-0.2075,0.1824,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-045-BKR1PH045,BKR1PH045,MET 01149,K-type__Xe-type,0.1015,PH-D2M-045,-0.5124,-0.0195,0.0340,-0.0226,-0.0224,Rock,Carbonaceous Chondrite,CK3,R3,R,R
PH-D2M-045-C1PH45,C1PH45,MET 01149,K-type__Xe-type,0.0918,PH-D2M-045,-0.5370,-0.0045,0.0414,-0.0041,-0.0154,Rock,Carbonaceous Chondrite,CK3,R3,R,R
PH-D2M-046-BKR1PH046,BKR1PH046,PCA 91470,K-type__Xe-type,0.0046,PH-D2M-046,-0.7109,0.0062,-0.0093,-0.0669,-0.0410,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
PH-D2M-046-C1PH46,C1PH46,PCA 91470,K-type__Xe-type,-0.0012,PH-D2M-046,-0.7219,0.0122,-0.0033,-0.0543,-0.0393,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
PH-D2M-047-BKR1PH047,BKR1PH047,EET 83311,K-type__Xe-type,-0.0347,PH-D2M-047,-0.6169,-0.0175,-0.0412,-0.0926,-0.0036,Rock,Carbonaceous Chondrite,CK5,CK5,CV-CK,CC
PH-D2M-047-C1PH47,C1PH47,EET 83311,K-type__Xe-type,-0.0449,PH-D2M-047,-0.6172,-0.0116,-0.0305,-0.0667,-0.0007,Rock,Carbonaceous Chondrite,CK5,CK5,CV-CK,CC
PH-D2M-048-BKR1PH048,BKR1PH048,PCA 91082,L-type__Xe-type,0.3060,PH-D2M-048,0.5177,-0.3567,0.0687,-0.2928,0.1615,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-048-C1PH48,C1PH48,PCA 91082,L-type__Xe-type,0.2906,PH-D2M-048,0.4488,-0.3161,0.0785,-0.2708,0.1946,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-049-BKR1PH049,BKR1PH049,PCA 91467,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3730,PH-D2M-049,0.9425,-0.5267,0.1679,-0.4292,0.1846,Rock,Carbonaceous Chondrite,CH,CH3,CR,CC
PH-D2M-049-C1PH49,C1PH49,PCA 91467,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3670,PH-D2M-049,0.9027,-0.5021,0.1759,-0.4223,0.2006,Rock,Carbonaceous Chondrite,CH,CH3,CR,CC
PH-D2M-050-BKR1PH050,BKR1PH050,MET 00737,K-type__Xe-type,0.0220,PH-D2M-050,-0.0518,-0.1122,0.0559,-0.2034,0.0532,Rock,Carbonaceous Chondrite,CO3,CO3.6,CM-CO,CC
PH-D2M-050-C1PH50,C1PH50,MET 00737,K-type__Xe-type,0.0107,PH-D2M-050,-0.1433,-0.0600,0.0535,-0.1797,0.0784,Rock,Carbonaceous Chondrite,CO3,CO3.6,CM-CO,CC
PH-D2M-051-BKR1PH051,BKR1PH051,QUE 97077,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3197,PH-D2M-051,-0.3304,-0.0958,-0.0979,0.0566,0.0004,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-051-C1PH51,C1PH51,QUE 97077,X-type__Xk-type__Xe-type__C-type__Xn-type,0.2584,PH-D2M-051,-0.4827,-0.0093,-0.0867,0.1171,0.0907,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
PH-D2M-052-BKR1PH052,BKR1PH052,QUE 99038,K-type__Xe-type,0.1232,PH-D2M-052,-0.2404,-0.1161,-0.0450,-0.0966,-0.0498,Rock,Carbonaceous Chondrite,CM2,CV3,CV-CK,CC
PH-D2M-052-C1PH52,C1PH52,QUE 99038,K-type__Xe-type,0.0937,PH-D2M-052,-0.2569,-0.0891,-0.0279,-0.0630,-0.0357,Rock,Carbonaceous Chondrite,CM2,CV3,CV-CK,CC
PH-D2M-053-BKR1PH053,BKR1PH053,DAV 92300,K-type__Xe-type,0.0229,PH-D2M-053,-0.7130,0.0099,-0.0546,-0.0477,-0.0510,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
PH-D2M-053-C1PH53,C1PH53,DAV 92300,K-type__Xe-type,0.0206,PH-D2M-053,-0.7425,0.0293,-0.0316,-0.0531,-0.0488,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
PH-D2M-054-BKR1PH054,BKR1PH054,QUE 99177,L-type__Xe-type,0.3156,PH-D2M-054,0.4851,-0.3404,0.0858,-0.2877,0.1891,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-054-C1PH54,C1PH54,QUE 99177,L-type__Xe-type,0.3066,PH-D2M-054,0.3985,-0.3014,0.0904,-0.2605,0.2111,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-055-BKR1PH055,BKR1PH055,MET 00426,L-type__Xe-type,0.2690,PH-D2M-055,0.4769,-0.3675,0.0728,-0.3106,0.1399,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-055-C1PH55,C1PH55,MET 00426,L-type__Xe-type,0.2433,PH-D2M-055,0.4424,-0.3327,0.0859,-0.2862,0.1718,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-056-BKR1PH056,BKR1PH056,MAC 87320,L-type__Xe-type,0.2990,PH-D2M-056,0.3624,-0.3279,0.0331,-0.2581,0.1263,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-056-C1PH56,C1PH56,MAC 87320,L-type__Xe-type,0.2785,PH-D2M-056,0.2619,-0.2682,0.0412,-0.2356,0.1735,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
PH-D2M-057-BKR1PH057,BKR1PH057,FRO 99040,K-type__Xe-type,0.0186,PH-D2M-057,-0.2283,-0.1015,-0.0349,-0.1298,0.0192,Rock,Carbonaceous Chondrite,CO3,CO3,CM-CO,CC
PH-D2M-057-C1PH57,C1PH57,FRO 99040,K-type__Xe-type,0.0061,PH-D2M-057,-0.2774,-0.0698,-0.0279,-0.0970,0.0344,Rock,Carbonaceous Chondrite,CO3,CO3,CM-CO,CC
PP-TXH-038-A-CAPP38,CAPP38,St. Ludger-de-Milot Hypersthene <25 um,R-type,0.1494,PP-TXH-038-A,0.1291,0.3669,-0.3689,-0.2287,0.2111,Mineral,Silicate (Ino),Hypersthene,,unk,unk
PP-TXH-038-B-CBPP38,CBPP38,St. Ludger-de-Milot Hypersthene 25-45 um,Vw-type,0.3736,PP-TXH-038-B,0.7778,0.7583,-0.6140,-0.3657,0.3952,Mineral,Silicate (Ino),Hypersthene,,unk,unk
PP-TXH-038-C-CCPP38,CCPP38,St. Ludger-de-Milot Hypersthene 45-75 um,Vw-type,0.4140,PP-TXH-038-C,0.7091,0.8447,-0.7214,-0.4867,0.3626,Mineral,Silicate (Ino),Hypersthene,,unk,unk
PP-TXH-038-D-CDPP38,CDPP38,St. Ludger-de-Milot Hypersthene 75-125 um,Vw-type,0.5036,PP-TXH-038-D,0.8213,0.8973,-0.8009,-0.5059,0.3328,Mineral,Silicate (Ino),Hypersthene,,unk,unk
PP-TXH-038-E-CEPP38,CEPP38,St. Ludger-de-Milot Hypersthene 125-250 um,Vw-type,0.4514,PP-TXH-038-E,0.5820,0.8442,-0.8813,-0.4090,0.1704,Mineral,Silicate (Ino),Hypersthene,,unk,unk
PP-TXH-038-F-CFPP38,CFPP38,St. Ludger-de-Milot Hypersthene 250-500 um,V-type,0.1116,PP-TXH-038-F,0.2162,0.5724,-0.5049,-0.3083,0.0551,Mineral,Silicate (Ino),Hypersthene,,unk,unk
PS-PHS-097-C1PS97,C1PS97,El Hammami,Sr-type,0.0137,PS-PHS-097,-0.3030,0.3833,0.1175,-0.1113,0.0851,Rock,Ordinary Chondrite,H5,H5,H-L-LL,OC
PS-PHS-098-C1PS98,C1PS98,Sahara 97001,Svw-type,0.3367,PS-PHS-098,1.2216,-0.1334,0.4745,-0.4055,0.1236,Rock,Ordinary Chondrite,L6,L6,H-L-LL,OC
RK-CMP-116-A-C1RK116A,C1RK116A,Millbillillie,V-type,-0.2366,RK-CMP-116-A,-0.3473,0.7875,-0.0715,0.1561,-0.1621,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
RK-CMP-116-F2-C1RK116F2,C1RK116F2,Millbillillie,V-type,-0.2290,RK-CMP-116-F2,0.1162,0.6154,-0.1200,0.2045,-0.1978,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
RK-CMP-116-G-C1RK116G,C1RK116G,Millbillillie,V-type,-0.2115,RK-CMP-116-G,0.8336,0.7423,-0.0399,0.4939,-0.1127,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
RK-CMP-116-I-C1RK116I,C1RK116I,Millbillillie,Sq-type,-0.1096,RK-CMP-116-I,-0.2260,0.1805,-0.0656,0.0465,-0.0464,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
RK-CMP-116-L-C1RK116L,C1RK116L,Millbillillie,V-type,-0.2498,RK-CMP-116-L,-0.4293,1.0147,-0.0460,0.1054,-0.1655,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
RM-REM-120-A-BKR1RM120A,BKR1RM120A,QUE99050,V-type,-0.0563,RM-REM-120-A,-0.0246,1.0947,-0.3268,-0.1256,0.1843,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-120-A-C1RM120A,C1RM120A,QUE99050,V-type,-0.0556,RM-REM-120-A,-0.0539,1.1125,-0.3239,-0.1288,0.2019,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-120-CARM120,CARM120,QUE 99050,V-type,-0.2621,RM-REM-120,-0.2725,1.9173,-0.7206,-0.3476,0.1863,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-120-CBRM120,CBRM120,QUE 99050,V-type,-0.2604,RM-REM-120,-0.5418,2.0277,-0.6715,-0.3364,0.2469,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-120-P-BKR1RM120P,BKR1RM120P,QUE99050,V-type,-0.2382,RM-REM-120-P,-0.4140,2.4848,-0.8673,-0.4709,0.2356,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-120-P-C1RM120P,C1RM120P,QUE99050,V-type,-0.2326,RM-REM-120-P,-0.5398,2.4928,-0.8414,-0.4515,0.2911,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-121-A-BKR1RM121A,BKR1RM121A,MIL 03368,V-type,-0.0444,RM-REM-121-A,0.0242,1.0931,-0.2325,-0.1193,0.1904,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-121-A-C1RM121A,C1RM121A,MIL 03368,V-type,-0.0437,RM-REM-121-A,-0.0312,1.1162,-0.2325,-0.1187,0.2114,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-121-CARM121,CARM121,MIL 03368,V-type,-0.2431,RM-REM-121,-0.4503,1.5698,-0.3559,-0.2210,0.1882,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-121-CBRM121,CBRM121,MIL 03368,V-type,-0.2405,RM-REM-121,0.0680,1.5878,-0.4198,-0.2204,0.1639,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-121-P-BKR1RM121P,BKR1RM121P,MIL 03368,V-type,-0.1833,RM-REM-121-P,0.0938,1.6798,-0.3986,-0.2462,0.1751,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-121-P-C1RM121P,C1RM121P,MIL 03368,V-type,-0.1807,RM-REM-121-P,0.0136,1.7021,-0.3924,-0.2424,0.2067,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-122-A-BKR1RM122A,BKR1RM122A,ALH 85015,V-type,0.0140,RM-REM-122-A,-0.3607,0.8115,-0.1784,-0.0069,0.0671,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-122-A-C1RM122A,C1RM122A,ALH 85015,V-type,0.0147,RM-REM-122-A,-0.3788,0.8258,-0.1771,-0.0101,0.0809,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-122-CARM122,CARM122,ALH 85015,V-type,-0.2360,RM-REM-122,-1.1446,1.2453,-0.2857,-0.1334,0.1133,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-122-CBRM122,CBRM122,ALH 85015,V-type,-0.2289,RM-REM-122,-1.0173,0.8891,-0.2954,-0.1454,0.0558,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-122-P-BKR1RM122P,BKR1RM122P,ALH 85015,V-type,-0.2165,RM-REM-122-P,-0.8315,1.0016,-0.2822,-0.0966,0.0636,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-122-P-C1RM122P,C1RM122P,ALH 85015,V-type,-0.2147,RM-REM-122-P,-0.8606,1.0179,-0.2786,-0.0980,0.0829,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-123-A-BKR1RM123A,BKR1RM123A,ALHA77256,V-type,-0.0255,RM-REM-123-A,0.1332,1.0044,-0.1901,-0.2489,0.2960,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-123-A-C1RM123A,C1RM123A,ALHA77256,V-type,-0.0257,RM-REM-123-A,0.0195,1.0397,-0.1950,-0.2364,0.3210,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-123-CARM123,CARM123,ALHA77256,V-type,-0.2363,RM-REM-123,0.0305,1.8500,-0.5573,-0.3458,0.2559,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-123-CBRM123,CBRM123,ALHA77256,V-type,-0.2226,RM-REM-123,-0.0608,1.7688,-0.4864,-0.3287,0.2867,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-123-P-BKR1RM123P,BKR1RM123P,ALHA77256,V-type,-0.1878,RM-REM-123-P,0.0059,1.8501,-0.4923,-0.3948,0.3124,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-123-P-C1RM123P,C1RM123P,ALHA77256,V-type,-0.1846,RM-REM-123-P,-0.1131,1.8725,-0.4845,-0.3798,0.3485,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-124-A-BKR1RM124A,BKR1RM124A,LEW 88679,Sq-type,0.1527,RM-REM-124-A,-0.4531,0.0940,0.1110,-0.1863,0.1405,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-124-A-C1RM124A,C1RM124A,LEW 88679,Q-type,0.1491,RM-REM-124-A,-0.5436,0.1332,0.1000,-0.1715,0.1584,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-124-CARM124,CARM124,LEW 88679,K-type__Xe-type,-0.0349,RM-REM-124,-0.6299,0.0781,0.0274,-0.2061,0.1086,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-124-CBRM124,CBRM124,LEW 88679,Q-type,-0.0632,RM-REM-124,-0.4889,0.1188,0.0738,-0.2419,0.1561,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-124-P-BKR1RM124P,BKR1RM124P,LEW 88679,Q-type,0.0995,RM-REM-124-P,-0.6684,0.1732,0.2644,-0.2687,0.1415,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-124-P-C1RM124P,C1RM124P,LEW 88679,Q-type,0.0974,RM-REM-124-P,-0.7606,0.2143,0.2543,-0.2560,0.1674,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-125-A-BKR1RM125A,BKR1RM125A,GRA 98108,V-type,0.0328,RM-REM-125-A,-0.7240,0.9084,-0.1202,-0.1591,0.1488,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-125-A-C1RM125A,C1RM125A,GRA 98108,V-type,0.0326,RM-REM-125-A,-0.7676,0.9286,-0.1220,-0.1561,0.1653,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-125-CARM125,CARM125,GRA 98108,V-type,-0.0006,RM-REM-125,-1.6200,1.0968,0.1380,-0.3826,0.2395,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-125-CBRM125,CBRM125,GRA 98108,V-type,-0.1348,RM-REM-125,-1.2526,1.6355,-0.2156,-0.5170,0.1847,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-125-P-BKR1RM125P,BKR1RM125P,GRA 98108,V-type,-0.1308,RM-REM-125-P,-1.4409,2.3587,-0.3375,-0.6625,0.2345,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-125-P-C1RM125P,C1RM125P,GRA 98108,V-type,-0.1246,RM-REM-125-P,-1.6339,2.3646,-0.3278,-0.6118,0.3125,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-126-A-BKR1RM126A,BKR1RM126A,MIL 03443,C-type__Ch-type__Xk-type__Xn-type,0.0497,RM-REM-126-A,-0.8406,0.1606,0.2952,-0.0023,-0.0390,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Mesosiderite,MES,MES
RM-REM-126-A-C1RM126A,C1RM126A,MIL 03443,C-type__Ch-type__Xk-type__Xn-type,0.0502,RM-REM-126-A,-0.8754,0.1772,0.2947,-0.0026,-0.0248,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Mesosiderite,MES,MES
RM-REM-126-CARM126,CARM126,MIL 03443,indeterminate,-0.0173,RM-REM-126,-1.4007,0.3309,0.4499,0.0156,0.0201,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Mesosiderite,MES,MES
RM-REM-126-CBRM126,CBRM126,MIL 03443,indeterminate,-0.0021,RM-REM-126,-1.6593,0.3793,0.4781,-0.0005,0.0448,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Mesosiderite,MES,MES
RM-REM-126-P-BKR1RM126P,BKR1RM126P,MIL 03443,indeterminate,0.0709,RM-REM-126-P,-1.6002,0.3889,0.5399,0.0014,0.0279,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Mesosiderite,MES,MES
RM-REM-126-P-C1RM126P,C1RM126P,MIL 03443,indeterminate,0.0709,RM-REM-126-P,-1.6468,0.4129,0.5350,0.0019,0.0501,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Mesosiderite,MES,MES
RM-REM-127-A-BKR1RM127A,BKR1RM127A,EET 83246,V-type,-0.0286,RM-REM-127-A,-0.0049,1.2553,-0.3269,-0.1805,0.2268,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-127-A-C1RM127A,C1RM127A,EET 83246,V-type,-0.0279,RM-REM-127-A,-0.0786,1.2816,-0.3242,-0.1785,0.2536,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-127-CARM127,CARM127,EET 83246,V-type,-0.2440,RM-REM-127,0.6275,2.2427,-0.7964,-0.3802,0.2930,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-127-CBRM127,CBRM127,EET 83246,V-type,-0.2049,RM-REM-127,0.5045,2.1291,-0.7486,-0.3668,0.2586,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-127-P-BKR1RM127P,BKR1RM127P,EET 83246,V-type,-0.2203,RM-REM-127-P,0.5196,2.3290,-0.7868,-0.4641,0.2364,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-127-P-C1RM127P,C1RM127P,EET 83246,V-type,-0.2144,RM-REM-127-P,0.3360,2.3422,-0.7592,-0.4411,0.2991,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
RM-REM-128-A-BKR1RM128A,BKR1RM128A,LEW 88008,V-type,-0.0147,RM-REM-128-A,-0.2998,1.2124,-0.2889,-0.2399,0.2710,Rock,Achondrite,Basaltic HED Olivine-Diogenite,Diogenite,HED,HED
